,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,AGE,BUILD_YEAR,SALES_PRICE,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Other
5108,1,1068,1,1,3,2,0,1,2,5,27,1985,6958750,0,0,1
5109,5,1646,2,1,4,2,0,4,2,6,30,1979,9583400,0,1,0
5110,7,1762,1,1,4,1,1,1,1,6,18,1990,13797670,0,0,1
5111,6,1887,2,1,5,3,1,1,1,4,7,2001,20542790,1,0,0
5112,4,1536,2,1,4,5,0,1,1,4,49,1957,7495030,0,1,0
5113,3,986,1,1,3,5,0,3,1,6,36,1977,8088000,0,1,0
5114,3,1108,1,1,3,3,0,2,3,4,17,1994,12538550,1,0,0
5115,3,1002,1,1,3,3,1,1,1,6,39,1970,12419450,1,0,0
5116,3,906,1,1,3,1,0,1,3,5,37,1970,7643550,0,1,0
5117,1,1438,2,2,4,1,1,1,1,4,41,1970,7018750,0,1,0
5118,5,1416,2,1,4,4,0,2,3,4,8,2002,8445960,0,1,0
5119,5,2349,4,2,6,2,0,3,2,4,25,1985,10437700,0,1,0
5120,6,1850,2,1,5,2,1,1,1,5,39,1969,13494580,0,0,1
5121,2,909,1,1,3,4,1,3,2,3,34,1974,8298710,0,0,1
5122,5,1874,3,2,5,2,1,2,2,5,21,1988,10607620,0,1,0
5123,1,1084,1,1,3,1,0,3,2,4,17,1994,6155750,0,1,0
5124,2,807,1,1,3,1,1,2,1,6,25,1982,8696375,0,0,1
5125,3,1272,2,1,4,1,1,4,2,4,24,1990,9387600,0,1,0
5126,2,944,1,1,3,3,0,4,3,6,14,1994,9776410,0,1,0
5127,3,1289,2,1,4,5,0,1,2,6,37,1974,10569880,0,0,1
5128,3,1222,2,1,4,2,1,1,3,6,15,1994,11690990,0,0,1
5129,4,1781,2,1,4,2,1,4,2,5,50,1962,10158300,0,1,0
5130,7,1944,2,1,5,5,0,2,2,5,11,2002,14741440,0,0,1
5131,6,1822,2,1,5,1,0,3,3,5,38,1976,13460520,0,0,1
5132,5,1550,2,1,4,3,1,3,2,4,8,2002,13827160,1,0,0
5133,3,1091,1,1,3,3,0,3,1,4,21,1987,11469350,1,0,0
5134,7,1515,1,1,4,4,1,1,1,4,28,1986,10676410,0,1,0
5135,2,893,1,1,3,4,1,1,2,3,17,1992,8299955,0,0,1
5136,3,930,1,1,3,3,0,3,1,4,34,1975,6830600,0,0,1
5137,3,715,1,1,2,1,1,2,1,5,16,1992,6960000,0,1,0
5138,3,1211,2,1,4,5,1,3,3,4,35,1974,10666520,0,0,1
5139,2,1158,1,1,3,1,0,2,3,3,13,1995,8925995,0,0,1
5140,6,1836,2,1,5,2,0,3,1,5,18,1993,11892560,0,1,0
5141,3,807,1,1,3,5,0,2,1,6,34,1980,7906290,0,0,1
5142,2,1129,1,1,3,4,0,1,1,1,13,1998,6579195,0,0,1
5143,3,1000,1,1,3,1,1,2,1,5,37,1973,11701750,1,0,0
5144,3,844,1,1,3,1,1,2,3,6,21,1990,9767030,0,0,1
5145,7,1601,1,1,4,2,1,2,1,4,11,2003,12227500,0,0,1
5146,1,835,1,1,2,3,1,2,1,5,43,1966,6410875,0,0,1
5147,4,1809,3,2,5,5,0,2,3,5,44,1962,11076280,0,0,1
5148,3,1074,1,1,3,5,1,3,2,4,12,1999,9292400,0,1,0
5149,4,1782,2,1,4,1,0,2,3,6,19,1987,11139830,0,0,1
5150,4,1706,2,1,4,4,1,1,3,6,46,1962,15990020,1,0,0
5151,1,572,1,1,2,3,1,4,3,4,48,1962,7586000,1,0,0
5152,3,831,1,1,3,1,1,1,1,5,6,2008,10904100,1,0,0
5153,5,2112,3,2,5,4,0,2,3,6,25,1986,17489700,1,0,0
5154,4,1960,3,2,5,5,0,4,3,5,24,1982,11401230,0,1,0
5155,6,1776,1,1,4,1,1,2,1,4,36,1973,12373200,0,0,1
5156,1,1050,1,1,3,5,1,4,2,4,26,1985,7877250,0,0,1
5157,4,1725,2,1,4,2,1,4,2,4,31,1978,9767120,0,1,0
5158,3,878,1,1,3,1,0,1,1,4,27,1980,9258050,1,0,0
5159,2,1018,1,1,3,3,1,2,3,2,23,1987,8136645,0,1,0
5160,3,1011,1,1,3,2,1,3,1,4,13,1998,8000150,0,1,0
5161,5,1307,1,1,3,2,0,4,3,4,29,1980,8358120,0,0,1
5162,4,1835,3,2,5,4,1,2,2,6,31,1977,12153420,0,0,1
5163,1,1262,1,1,3,3,0,2,3,1,49,1960,4864750,0,1,0
5164,1,698,1,1,2,5,0,1,2,2,47,1964,3717250,0,1,0
5165,3,1087,1,1,3,5,1,1,1,6,14,1995,13839900,1,0,0
5166,4,1923,3,2,5,5,1,4,2,5,30,1981,11514650,0,1,0
5167,3,780,1,1,2,2,1,2,3,4,38,1975,7497100,0,1,0
5168,3,973,1,1,3,1,0,1,2,6,16,1994,8316400,0,1,0
5169,1,679,1,1,2,5,1,2,3,1,32,1977,5237125,0,0,1
5170,3,964,1,1,3,3,1,2,3,4,39,1967,8460450,0,1,0
5171,1,640,1,1,2,3,1,4,1,4,15,1996,7428250,1,0,0
5172,3,850,1,1,3,5,0,4,3,4,5,2004,8209950,0,1,0
5173,6,1970,2,1,5,3,1,1,2,4,31,1983,13137420,0,1,0
5174,5,1470,2,1,4,2,1,2,3,5,9,2001,10708580,0,0,1
5175,3,1105,1,1,3,2,0,2,2,6,28,1984,12997600,1,0,0
5176,5,2198,3,2,5,1,0,3,2,6,6,2002,11302520,0,1,0
5177,1,675,1,1,2,2,0,4,3,2,18,1991,4642000,0,1,0
5178,5,1326,1,1,3,3,1,2,3,6,10,1999,10260000,0,1,0
5179,3,932,1,1,3,5,0,4,2,5,28,1984,8120800,0,1,0
5180,1,501,1,1,2,4,0,4,2,3,19,1992,5623250,1,0,0
5181,2,1072,1,1,3,5,0,4,2,6,40,1968,10280800,0,0,1
5182,1,1648,2,2,4,3,1,2,1,1,50,1962,5798500,0,1,0
5183,7,1745,1,1,4,2,0,1,2,4,19,1992,12197980,0,0,1
5184,7,1616,1,1,4,5,1,1,3,5,26,1983,14238900,0,0,1
5185,5,1605,2,1,4,1,0,2,3,6,20,1990,10305500,0,0,1
5186,3,1094,1,1,3,3,1,1,3,4,7,2007,9402450,0,1,0
5187,1,834,1,1,2,3,1,3,3,3,19,1992,8687250,1,0,0
5188,3,898,1,1,3,4,0,3,2,6,15,1996,8427650,0,1,0
5189,5,1864,3,2,5,1,0,3,2,5,27,1982,9524740,0,1,0
5190,5,2097,3,2,5,3,0,2,2,4,21,1989,9819020,0,1,0
5191,1,1459,2,2,4,1,1,4,3,4,8,2002,9017500,0,1,0
5192,1,1459,2,2,4,5,1,2,1,5,33,1978,8899375,0,0,1
5193,4,1912,3,2,5,1,0,1,2,5,13,1991,9886560,0,1,0
5194,6,1842,2,1,5,2,1,2,1,6,26,1987,13164420,0,1,0
5195,4,1627,2,1,4,3,1,4,2,5,15,1996,15456650,1,0,0
5196,1,1014,1,1,3,3,1,3,3,5,37,1974,8397000,0,0,1
5197,4,1537,2,1,4,5,0,3,2,1,23,1988,7626210,0,0,1
5198,6,1614,1,1,4,1,1,1,2,4,43,1970,11994130,0,0,1
5199,1,1516,2,2,4,2,1,3,3,2,21,1989,11543750,1,0,0
5200,1,806,1,1,2,4,0,3,2,6,28,1982,8653000,1,0,0
5201,3,1129,1,1,3,4,1,2,3,5,17,1989,10056950,0,1,0
5202,2,941,1,1,3,1,0,4,2,1,31,1979,5455965,0,1,0
5203,1,1166,1,1,3,1,1,4,1,1,40,1972,4674000,0,1,0
5204,5,2241,4,2,6,2,1,4,2,4,10,1998,11692000,0,1,0
5205,2,1300,2,2,4,5,1,4,1,5,18,1991,10790770,0,1,0
5206,3,1145,1,1,3,3,1,4,2,4,36,1977,8894000,0,1,0
5207,7,1865,2,1,5,3,1,2,3,5,11,2001,14263020,0,1,0
5208,3,1168,1,1,3,2,0,3,1,4,7,2003,12162650,1,0,0
5209,3,827,1,1,3,3,1,4,2,6,4,2006,9878990,0,0,1
5210,2,1185,1,1,3,1,0,2,3,4,25,1982,9459475,0,0,1
5211,2,1151,1,1,3,5,1,1,3,5,29,1982,11337335,0,0,1
5212,2,616,1,1,2,2,0,2,3,2,37,1971,5301855,0,0,1
5213,3,700,1,1,2,2,1,2,1,6,26,1986,10163100,1,0,0
5214,2,922,1,1,3,1,1,2,1,2,31,1978,9892565,1,0,0
5215,5,1505,2,1,4,5,1,2,3,5,16,1993,14753320,1,0,0
5216,2,1208,2,2,4,3,0,4,2,1,20,1988,7137900,0,1,0
5217,5,1400,2,1,4,4,0,4,3,4,14,1997,9150280,0,0,1
5218,3,1205,2,1,4,4,0,4,1,5,26,1983,9127350,0,0,1
5219,3,818,1,1,3,2,0,4,2,4,12,2003,7482260,0,0,1
5220,4,1789,2,1,4,1,1,1,1,4,43,1966,8640110,0,1,0
5221,3,1098,1,1,3,3,0,3,1,5,33,1976,8259010,0,0,1
5222,5,2035,3,2,5,5,0,4,2,5,8,2002,11899860,0,0,1
5223,1,1243,1,1,3,1,1,4,1,1,17,1993,5323250,0,1,0
5224,1,844,1,1,2,2,0,3,3,1,12,2000,6614000,1,0,0
5225,1,615,1,1,2,4,1,3,1,1,48,1963,3189500,0,1,0
5226,6,1854,2,1,5,4,1,1,1,5,21,1993,13938740,0,0,1
5227,3,888,1,1,3,2,1,4,3,4,38,1969,8263500,0,1,0
5228,2,657,1,1,2,5,0,1,2,1,15,1994,4937025,0,1,0
5229,3,1283,2,1,4,4,0,2,1,4,36,1973,12502800,1,0,0
5230,7,1715,1,1,4,5,1,3,3,5,36,1976,13554470,0,1,0
5231,1,1655,2,2,4,4,1,2,2,5,26,1985,9347000,0,1,0
5232,1,1013,1,1,3,1,1,2,2,2,7,2004,5822750,0,1,0
5233,3,763,1,1,2,1,1,4,2,6,13,1995,11726550,1,0,0
5234,7,1881,2,1,5,4,1,1,3,6,19,1990,22686330,1,0,0
5235,3,928,1,1,3,2,0,2,1,6,7,2002,11398650,1,0,0
5236,1,1149,1,1,3,2,0,1,2,4,27,1983,6142750,0,1,0
5237,1,1255,1,1,3,3,0,1,3,2,40,1972,6020125,0,0,1
5238,2,1160,1,1,3,4,1,4,1,6,24,1987,10208460,0,1,0
5239,4,1544,2,1,4,2,1,4,1,2,25,1982,12204650,1,0,0
5240,1,1058,1,1,3,3,0,3,3,5,23,1988,7370250,0,1,0
5241,4,1765,2,1,4,5,0,1,3,2,7,2003,9613940,0,0,1
5242,2,864,1,1,3,5,1,4,1,2,21,1989,10436115,1,0,0
5243,1,1374,2,2,4,4,1,3,3,4,38,1974,11837500,1,0,0
5244,3,1072,1,1,3,2,0,3,1,4,17,1992,7775990,0,0,1
5245,3,1087,1,1,3,2,1,3,1,4,21,1993,12318550,1,0,0
5246,6,1645,1,1,4,2,0,4,1,4,39,1969,10038630,0,1,0
5247,1,895,1,1,3,4,1,3,3,2,24,1986,8346000,1,0,0
5248,6,1587,1,1,4,4,0,3,1,5,35,1974,11569710,0,0,1
5249,4,1531,2,1,4,3,0,2,3,5,55,1952,8672000,0,1,0
5250,5,1689,2,1,4,1,1,2,2,6,18,1992,11217940,0,0,1
5251,1,613,1,1,2,3,0,4,3,4,33,1976,5425250,0,1,0
5252,5,2494,4,2,6,4,1,3,2,4,14,1995,13347960,0,0,1
5253,4,1545,2,1,4,4,0,1,1,2,17,1992,6629690,0,1,0
5254,4,1550,2,1,4,4,1,3,3,5,44,1963,10757980,0,0,1
5255,5,2318,4,2,6,3,1,2,2,5,14,1995,18690080,1,0,0
5256,5,2481,4,2,6,4,1,4,3,5,5,2006,13638900,0,1,0
5257,4,1552,2,1,4,2,0,3,1,3,18,1988,11881010,1,0,0
5258,1,943,1,1,3,1,1,1,3,5,10,2000,10297500,1,0,0
5259,7,1635,1,1,4,3,0,2,3,4,14,1996,11544130,0,1,0
5260,1,1121,1,1,3,4,1,1,2,2,14,1997,8947500,1,0,0
5261,1,1241,1,1,3,1,1,1,2,4,41,1970,7399625,0,0,1
5262,4,1869,3,2,5,4,1,2,3,1,44,1965,8815630,0,1,0
5263,3,1264,2,1,4,5,1,3,2,6,36,1977,10977400,0,1,0
5264,4,1558,2,1,4,2,1,3,3,3,7,2000,9470890,0,1,0
5265,3,765,1,1,2,4,1,4,2,5,34,1975,10961500,1,0,0
5266,3,950,1,1,3,4,1,3,3,6,38,1974,9817500,0,1,0
5267,3,1248,2,1,4,2,1,4,2,5,5,2007,15195150,1,0,0
5268,1,901,1,1,3,1,1,1,1,1,6,2004,4678875,0,0,1
5269,1,1410,2,2,4,4,0,3,3,4,12,1997,7976000,0,1,0
5270,5,2263,4,2,6,4,0,4,3,6,16,1995,12336720,0,1,0
5271,7,1745,1,1,4,1,0,1,2,5,31,1980,12486170,0,0,1
5272,5,2100,3,2,5,2,0,2,3,6,29,1980,17101580,1,0,0
5273,5,2414,4,2,6,4,1,4,3,5,9,2000,20151580,1,0,0
5274,3,793,1,1,2,2,1,3,1,6,10,1997,8702510,0,0,1
5275,6,1502,1,1,4,1,1,2,3,4,14,1998,17876680,1,0,0
5276,1,748,1,1,2,2,1,4,1,1,10,2002,4555000,0,0,1
5277,3,788,1,1,2,1,0,2,3,5,32,1977,7130400,0,1,0
5278,1,1341,2,2,4,3,0,4,1,2,38,1973,8469500,1,0,0
5279,6,1571,1,1,4,4,1,3,1,5,33,1979,12511690,0,0,1
5280,2,944,1,1,3,3,1,2,1,2,22,1987,10559330,1,0,0
5281,3,1206,2,1,4,4,0,2,2,6,13,1996,9696550,0,1,0
5282,1,1465,2,2,4,4,0,2,3,4,48,1963,11015000,1,0,0
5283,3,707,1,1,2,3,1,2,1,4,11,1997,7191840,0,0,1
5284,4,1968,3,2,5,3,0,4,1,2,45,1959,8620150,0,0,1
5285,3,813,1,1,3,4,1,4,1,6,34,1975,8836310,0,0,1
5286,1,586,1,1,2,4,1,2,2,2,35,1974,5852250,1,0,0
5287,1,1671,2,2,4,4,0,3,2,3,42,1968,6843000,0,1,0
5288,4,1740,2,1,4,3,1,1,1,6,14,1996,15673080,1,0,0
5289,4,1633,2,1,4,4,1,1,1,6,48,1962,14483410,1,0,0
5290,1,550,1,1,2,5,1,3,2,5,31,1978,6804500,0,0,1
5291,2,1267,2,2,4,4,1,1,1,2,5,2002,8380775,0,1,0
5292,2,916,1,1,3,1,1,3,1,4,22,1987,8165230,0,0,1
5293,7,1872,2,1,5,2,1,1,2,6,6,2001,22201820,1,0,0
5294,3,1148,1,1,3,5,0,1,3,5,22,1989,9311100,0,1,0
5295,5,1840,3,2,5,5,0,2,3,6,14,1995,16377280,1,0,0
5296,1,586,1,1,2,3,0,3,2,4,42,1969,4737250,0,0,1
5297,1,1121,1,1,3,4,0,2,1,2,8,2002,7446000,1,0,0
5298,5,2430,4,2,6,4,0,4,3,4,11,1998,18554220,1,0,0
5299,5,2256,4,2,6,1,0,3,3,4,24,1985,10538280,0,1,0
5300,3,1280,2,1,4,2,0,4,3,5,33,1981,14468350,1,0,0
5301,3,1184,1,1,3,2,1,4,2,5,36,1976,14032000,1,0,0
5302,6,1775,1,1,4,4,0,2,2,6,6,2001,20551520,1,0,0
5303,3,1062,1,1,3,1,1,1,2,4,30,1979,8819440,0,0,1
5304,3,823,1,1,3,2,1,4,3,5,33,1975,11935150,1,0,0
5305,4,1626,2,1,4,2,1,1,3,2,40,1966,9092600,0,0,1
5306,1,774,1,1,2,4,1,2,2,1,28,1983,6390000,1,0,0
5307,4,1627,2,1,4,4,1,1,1,5,5,2004,10449500,0,0,1
5308,5,2078,3,2,5,3,1,2,3,5,6,2005,12142520,0,1,0
5309,6,1740,1,1,4,3,1,1,2,4,30,1979,12115600,0,1,0
5310,2,630,1,1,2,4,1,1,3,3,39,1972,9386685,1,0,0
5311,1,1474,2,2,4,4,1,2,1,4,6,2006,11581500,1,0,0
5312,3,1114,1,1,3,3,0,4,3,5,22,1986,9791680,0,0,1
5313,3,1188,1,1,3,4,0,4,1,5,7,2005,13144050,1,0,0
5314,3,1273,2,1,4,3,0,2,1,5,23,1990,9283260,0,0,1
5315,4,1884,3,2,5,3,1,1,1,6,19,1991,16515880,1,0,0
5316,1,1550,2,2,4,1,1,1,3,2,49,1962,7079750,0,1,0
5317,2,1208,2,2,4,4,0,4,2,5,34,1975,10253410,0,0,1
5318,3,1231,2,1,4,1,1,4,2,4,6,2004,14256100,1,0,0
5319,3,914,1,1,3,5,0,4,2,6,11,2003,12493850,1,0,0
5320,4,1578,2,1,4,5,1,1,3,3,27,1984,9489290,0,1,0
5321,3,938,1,1,3,5,1,3,1,5,16,1998,8766600,0,1,0
5322,5,2240,4,2,6,4,0,2,2,6,24,1984,12436280,0,0,1
5323,7,1595,1,1,4,4,0,2,2,6,22,1985,18673590,1,0,0
5324,5,2438,4,2,6,4,1,2,3,4,12,1996,19369040,1,0,0
5325,3,707,1,1,2,4,0,1,2,6,31,1980,7582840,0,0,1
5326,4,1697,2,1,4,2,1,3,3,6,48,1958,11750710,0,0,1
5327,5,2049,3,2,5,3,0,2,2,4,21,1989,15247820,1,0,0
5328,6,1775,1,1,4,5,1,1,3,6,35,1979,15310800,0,0,1
5329,1,957,1,1,3,5,0,2,3,1,10,2000,5180000,0,1,0
5330,1,1592,2,2,4,5,0,1,3,2,7,2002,8033250,0,0,1
5331,5,2317,4,2,6,5,0,4,2,5,14,1996,12871040,0,0,1
5332,3,742,1,1,2,3,0,2,1,4,35,1978,5925790,0,0,1
5333,3,763,1,1,2,2,0,4,2,4,22,1986,7036410,0,0,1
5334,4,1738,2,1,4,3,1,1,3,4,13,1993,15676760,1,0,0
5335,3,791,1,1,2,4,1,3,1,6,21,1986,8285550,0,1,0
5336,6,1662,1,1,4,4,0,1,1,6,34,1976,18293830,1,0,0
5337,6,1794,1,1,4,2,0,3,3,6,40,1970,13876620,0,0,1
5338,3,841,1,1,3,4,0,4,3,5,25,1988,8142550,0,1,0
5339,2,702,1,1,2,5,1,4,1,4,21,1989,10353315,1,0,0
5340,1,1009,1,1,3,3,1,3,3,3,49,1962,6878625,0,0,1
5341,5,1522,2,1,4,4,0,2,3,5,23,1988,13456660,1,0,0
5342,2,1274,2,2,4,4,0,3,1,6,18,1989,10588470,0,0,1
5343,5,2175,3,2,5,3,0,4,3,5,25,1985,11346500,0,1,0
5344,5,2101,3,2,5,1,1,2,3,5,22,1988,11642240,0,1,0
5345,2,837,1,1,3,4,0,2,2,5,34,1974,8005310,0,0,1
5346,6,1845,2,1,5,3,1,1,3,6,6,2005,22619470,1,0,0
5347,2,1245,2,2,4,4,0,1,1,3,7,2000,7828105,0,1,0
5348,4,1510,2,1,4,5,0,3,3,6,16,1990,11077770,0,0,1
5349,4,1562,2,1,4,4,1,2,2,2,52,1956,7584040,0,1,0
5350,3,792,1,1,2,4,0,3,1,6,16,1994,7387600,0,1,0
5351,3,1124,1,1,3,3,0,3,3,5,16,1997,13370400,1,0,0
5352,4,1917,3,2,5,5,0,3,2,5,32,1976,16094990,1,0,0
5353,4,1910,3,2,5,4,0,3,2,4,44,1964,15030330,1,0,0
5354,2,1151,1,1,3,1,1,4,1,2,12,1996,7666980,0,1,0
5355,5,2158,3,2,5,2,0,3,2,5,7,2003,16918940,1,0,0
5356,1,1464,2,2,4,1,1,4,1,5,49,1961,7732750,0,1,0
5357,3,883,1,1,3,5,1,4,1,6,33,1979,12231750,1,0,0
5358,1,532,1,1,2,3,0,3,1,6,27,1982,5283250,0,1,0
5359,5,1925,3,2,5,1,0,2,2,5,26,1982,9570520,0,1,0
5360,3,1067,1,1,3,1,1,1,3,5,34,1977,9842290,0,0,1
5361,3,801,1,1,3,5,0,2,3,5,25,1988,11064550,1,0,0
5362,5,1536,2,1,4,4,1,4,3,4,8,2000,10706080,0,0,1
5363,4,1505,2,1,4,5,1,4,1,5,48,1960,9834610,0,0,1
5364,3,849,1,1,3,3,0,4,1,6,13,1996,10980150,1,0,0
5365,4,1514,2,1,4,1,0,3,3,4,40,1971,8935900,0,0,1
5366,3,1181,1,1,3,3,0,4,1,4,26,1984,12089100,1,0,0
5367,7,1773,1,1,4,1,0,2,3,5,30,1980,11966700,0,1,0
5368,6,1906,2,1,5,1,0,3,3,5,38,1973,12755110,0,1,0
5369,3,1061,1,1,3,2,0,3,2,6,38,1972,12617700,1,0,0
5370,4,1520,2,1,4,3,1,2,2,1,29,1980,11872680,1,0,0
5371,5,1564,2,1,4,2,1,4,2,4,27,1984,13566940,1,0,0
5372,4,1900,3,2,5,2,1,1,3,2,46,1958,10080770,0,0,1
5373,3,1120,1,1,3,4,1,3,2,4,7,2002,9914650,0,0,1
5374,1,1147,1,1,3,2,0,1,2,2,23,1986,5352875,0,0,1
5375,3,1087,1,1,3,4,0,3,1,6,20,1994,8499600,0,1,0
5376,1,955,1,1,3,1,1,4,1,4,18,1994,6221000,0,1,0
5377,1,545,1,1,2,4,0,3,3,2,12,1998,4591875,0,0,1
5378,5,1494,2,1,4,3,0,4,3,5,29,1979,13331980,1,0,0
5379,1,1649,2,2,4,1,1,3,2,5,20,1991,13264000,1,0,0
5380,2,1297,2,2,4,2,1,2,2,6,6,2005,16625090,1,0,0
5381,1,676,1,1,2,2,0,1,3,1,29,1982,3741250,0,0,1
5382,6,1523,1,1,4,2,1,4,1,6,28,1983,12010860,0,1,0
5383,6,1704,1,1,4,4,0,1,1,5,9,2003,12432100,0,0,1
5384,1,827,1,1,2,1,1,4,1,4,6,2004,6421125,0,0,1
5385,3,897,1,1,3,5,0,1,1,5,4,2008,7649800,0,1,0
5386,1,1024,1,1,3,4,1,1,2,4,16,1994,7119000,0,1,0
5387,5,1707,2,1,4,1,1,2,2,6,18,1994,11187900,0,0,1
5388,7,1838,2,1,5,3,1,1,1,5,33,1980,12673360,0,1,0
5389,1,1680,2,2,4,2,0,1,2,4,42,1969,7872500,0,0,1
5390,6,1617,1,1,4,5,1,1,3,6,6,2001,14115670,0,1,0
5391,3,927,1,1,3,3,0,4,3,4,16,1993,8368990,0,0,1
5392,2,873,1,1,3,1,0,1,3,6,33,1973,12099995,1,0,0
5393,6,1841,2,1,5,1,1,4,1,6,9,2002,21252230,1,0,0
5394,1,712,1,1,2,5,0,1,1,2,22,1989,3833500,0,0,1
5395,6,1860,2,1,5,2,1,1,1,5,42,1970,13463390,0,0,1
5396,4,1774,2,1,4,5,0,1,1,1,47,1964,6468090,0,1,0
5397,6,1781,1,1,4,4,1,3,3,6,11,1996,22007470,1,0,0
5398,5,1351,2,1,4,4,1,3,3,4,19,1989,9284180,0,1,0
5399,5,2263,4,2,6,1,0,4,2,5,13,1996,11050660,0,1,0
5400,5,1956,3,2,5,3,0,4,2,6,21,1988,11633740,0,0,1
5401,1,1199,1,1,3,2,1,1,1,6,43,1968,8061375,0,0,1
5402,3,960,1,1,3,4,1,3,1,5,17,1994,12145750,1,0,0
5403,1,1053,1,1,3,2,0,2,2,5,24,1985,9221000,1,0,0
5404,5,1944,3,2,5,2,1,4,2,5,15,1996,16666700,1,0,0
5405,3,780,1,1,2,5,0,2,1,6,27,1982,7685050,0,0,1
5406,4,1868,3,2,5,3,1,3,2,1,43,1963,9188710,0,0,1
5407,1,511,1,1,2,1,1,4,1,6,15,1996,6479750,0,1,0
5408,2,951,1,1,3,5,0,1,3,2,11,1999,11174665,1,0,0
5409,3,1150,1,1,3,1,0,2,2,6,15,1998,9120250,0,1,0
5410,6,1758,1,1,4,4,1,1,3,6,12,1997,14289740,0,1,0
5411,1,703,1,1,2,5,1,1,3,4,8,2003,7240500,0,1,0
5412,3,973,1,1,3,5,0,4,1,5,21,1993,7935350,0,1,0
5413,2,1128,1,1,3,5,1,4,3,4,16,1993,15093640,1,0,0
5414,1,578,1,1,2,5,1,2,1,5,39,1971,5754250,0,1,0
5415,7,1669,1,1,4,1,0,2,1,5,13,2000,12021830,0,0,1
5416,2,1096,1,1,3,2,1,2,1,2,5,2005,7537975,0,1,0
5417,6,1595,1,1,4,1,0,2,1,4,13,2000,10854110,0,0,1
5418,6,1825,2,1,5,3,1,2,3,6,22,1992,15603340,0,0,1
5419,3,1298,2,1,4,2,1,4,1,5,15,1999,10636110,0,0,1
5420,7,1812,2,1,5,4,0,3,1,5,44,1963,11643180,0,1,0
5421,1,975,1,1,3,5,1,4,1,5,36,1975,9577000,1,0,0
5422,5,1830,3,2,5,3,0,4,3,6,21,1990,10916420,0,1,0
5423,1,1054,1,1,3,2,0,3,1,1,30,1981,6235500,1,0,0
5424,6,1852,2,1,5,2,0,4,1,5,30,1977,11827050,0,1,0
5425,3,1057,1,1,3,4,1,1,3,4,26,1988,8931100,0,1,0
5426,6,1616,1,1,4,5,1,2,3,6,44,1963,13510630,0,1,0
5427,4,1500,2,1,4,5,1,2,3,1,54,1957,7628730,0,1,0
5428,3,750,1,1,2,4,0,2,3,6,37,1970,8287250,0,0,1
5429,3,1262,2,1,4,5,1,4,1,5,38,1970,10381640,0,0,1
5430,6,1700,1,1,4,4,1,4,1,4,34,1974,12556130,0,0,1
5431,6,1605,1,1,4,5,1,4,1,6,9,1999,19978530,1,0,0
5432,3,1192,1,1,3,1,0,3,1,4,20,1988,7363600,0,1,0
5433,3,1199,1,1,3,1,0,4,1,5,40,1969,7759200,0,1,0
5434,3,980,1,1,3,4,0,2,3,5,14,1995,9160100,0,0,1
5435,4,1539,2,1,4,5,1,3,2,6,43,1965,15053510,1,0,0
5436,3,824,1,1,3,5,1,4,3,5,19,1988,12555850,1,0,0
5437,3,1124,1,1,3,2,1,1,1,5,18,1994,8744300,0,1,0
5438,1,1397,2,2,4,5,0,1,3,5,8,2002,12212000,1,0,0
5439,5,1419,2,1,4,4,0,2,3,5,17,1991,8975540,0,1,0
5440,1,1214,1,1,3,1,0,2,3,2,23,1988,6152500,0,0,1
5441,5,1512,2,1,4,2,0,4,3,6,5,2006,10831740,0,0,1
5442,1,574,1,1,2,3,0,1,2,3,8,2002,4626250,0,0,1
5443,1,1446,2,2,4,4,0,2,2,2,5,2005,9942750,1,0,0
5444,3,1138,1,1,3,3,1,4,1,4,8,1999,13038800,1,0,0
5445,7,1773,1,1,4,5,1,2,1,4,35,1974,19467250,1,0,0
5446,3,879,1,1,3,2,0,4,1,5,22,1990,7056300,0,1,0
5447,4,1744,2,1,4,3,1,3,3,6,49,1955,11948330,0,0,1
5448,5,1751,2,1,4,3,1,2,3,5,30,1981,10660400,0,1,0
5449,1,1541,2,2,4,4,1,1,1,5,23,1988,8361750,0,1,0
5450,1,1625,2,2,4,1,1,3,2,5,22,1988,13175500,1,0,0
5451,1,675,1,1,2,5,1,1,2,1,30,1980,6031500,1,0,0
5452,1,543,1,1,2,1,1,4,3,4,29,1981,7478750,1,0,0
5453,1,1087,1,1,3,3,1,2,1,5,28,1982,9780000,1,0,0
5454,3,1083,1,1,3,1,1,4,2,4,25,1988,8614150,0,1,0
5455,5,2451,4,2,6,3,0,2,2,6,30,1978,12952820,0,0,1
5456,7,1562,1,1,4,4,1,2,1,5,10,1997,11938300,0,1,0
5457,5,1600,2,1,4,4,1,4,2,5,17,1993,10942360,0,0,1
5458,7,1624,1,1,4,4,1,3,2,6,39,1972,19722030,1,0,0
5459,3,1216,2,1,4,2,0,1,3,5,35,1977,13534450,1,0,0
5460,5,1333,2,1,4,5,1,2,3,6,14,1995,10707680,0,1,0
5461,5,1564,2,1,4,3,0,2,2,6,13,1997,9497460,0,1,0
5462,5,1366,2,1,4,1,0,2,3,4,29,1982,7575380,0,1,0
5463,2,1277,2,2,4,1,1,3,2,2,38,1968,8379570,0,1,0
5464,1,1245,1,1,3,1,0,4,3,1,22,1989,8458500,1,0,0
